species_name,cds_num_sequences,cds_tot_len,cds_compression_ratio_geco3,cds_compression_ratio_gz,ncrna_num_sequences,ncrna_tot_len,ncrna_compression_ratio_geco3,ncrna_compression_ratio_gz
amborella_trichopoda,27313,25807032,23.359408396905152,27.809102573283127,1040,149397,16.202467251685107,21.41073783275434
ananas_comosus,25783,29489560,22.273919990667885,27.940118469044638,0,0,0,0
arabidopsis_lyrata,32667,35412914,23.00836638295284,27.729497211102146,795,113407,9.818617898366062,12.53714497341434
actinidia_chinensis,33115,42333820,22.38114821672129,27.98908532232622,0,0,0,0
arabidopsis_halleri,34087,41323905,21.902852598272112,26.45688736337962,670,75506,13.197626678674542,16.688739967684686
asparagus_officinalis,24141,24277419,23.06152478564546,28.035233069874522,535,69987,11.707888607884321,15.638618600597255
arabis_alpina,23286,27396077,21.416854683245344,25.86734589773565,2400,256760,10.69247546346783,14.781118554291947
arabidopsis_thaliana,48321,62644390,15.721861127548692,16.39039824635534,5654,2748728,17.132797424845236,21.059886609369862
beta_vulgaris,28721,31014209,22.00435935670647,25.754159972288832,1443,175251,13.147999155496972,17.29234069991041
brachypodium_distachyon,52972,66747974,15.744746050269631,17.416936130525848,815,145592,8.426974009560965,11.188114731578658
brassica_juncea,75016,78130154,21.794861686820685,27.991709833312246,0,0,0,0
brassica_oleracea,59220,61709195,22.032970937313312,27.961889634113685,1361,178032,11.28729666576795,14.705783229981126
aegilops_umbellulata,153277,189725405,10.594396675553282,7.834042573265293,224,283449,14.442809817639152,17.818725767245606
avena_sativa_sang,94968,123087434,17.720838180768315,24.10339710225822,0,0,0,0
brassica_napus,101040,101137907,20.80762161708567,27.796947587614206,3533,606756,8.0861169893664,12.566336385631127
brassica_rapa,41025,48107696,23.174067616956755,28.041095545294876,1168,152331,10.95574768103669,13.80677603376857
cajanus_cajan,48618,46568533,20.874101831809906,27.981233593937777,0,0,0,0
brassica_rapa_ro18,43129,52969993,21.438694545419327,27.688844512401577,0,0,0,0
cannabis_sativa_female,36241,39955678,20.123059856473965,23.860235834316214,0,0,0,0
capsicum_annuum,35845,39100104,21.82615677953184,27.69772172472994,0,0,0,0
aegilops_tauschii,258680,264015221,10.49674897342377,7.129714691714688,3732,513802,7.015348324841087,10.849120867571555
chondrus_crispus,9807,10272816,22.06439792166043,27.750531110456954,34,7260,25.96418732782369,31.955922865013775
citrullus_lanatus,22541,26302942,23.858049795342286,28.0652939887865,0,0,0,0
chenopodium_quinoa,34426,43820271,20.824312108886776,27.969030588605897,0,0,0,0
chlamydomonas_reinhardtii,19528,43184075,20.151213149754856,23.930020499454947,200,28307,10.834775850496344,13.569081852545306
chara_braunii,35664,70515850,17.018787974618473,26.571593478629275,0,0,0,0
coffea_canephora,25574,30830778,22.437254097188205,27.8401537580401,0,0,0,0
citrus_clementina,34557,42065794,18.31321191750238,21.236865278235328,2179,280037,9.171288079789457,13.040062563161298
cyanidioschyzon_merolae,4973,7504073,23.65290156425717,28.069089946219872,0,0,0,0
cucumis_melo,28299,27850974,23.334472970316945,28.062242993727978,0,0,0,0
corchorus_capsularis,29356,30371299,23.48787254703857,27.782130754433652,2014,182659,11.85980433485347,15.081107418742027
camelina_sativa,94352,115365352,18.239816925275797,25.6208952580494,0,0,0,0
corylus_avellana,25732,31078634,21.65390216313883,27.968565156370772,0,0,0,0
cucumis_sativus,23780,26295569,23.755861681487097,27.999055658388684,682,80652,15.095719882953926,19.11793879878986
corymbia_citriodora,45647,59347281,17.860664922458707,21.757633681650894,0,0,0,0
cynara_cardunculus,26505,32231521,23.391942936853646,27.690365589635064,0,0,0,0
daucus_carota,32109,38138949,23.189608607201002,27.878817531128085,2154,253038,10.205581770326987,14.485966534670682
dioscorea_rotundata,64831,57149048,14.454770970113099,16.389662343981655,0,0,0,0
digitaria_exilis,59984,63229623,19.98244715139295,27.905515109587164,0,0,0,0
eragrostis_curvula,55182,62924550,20.438447315078136,27.74759295060513,822,61452,7.356961530950986,8.400052073162794
avena_sativa_ot3098,257856,359184088,10.772013096526702,9.136663370232592,6584,18585900,12.274896561371792,16.474768507309303
eutrema_salsugineum,29485,36076596,21.647391566543583,25.418639829544894,0,0,0,0
eucalyptus_grandis,46920,53835271,18.181052715421455,22.407252301191168,0,0,0,0
galdieria_sulphuraria,7174,9040469,21.355396495469428,25.939207357494396,101,37379,10.727948848283795,14.034618368602692
ficus_carica,37684,35972786,21.8769766678622,28.079384788267443,0,0,0,0
eragrostis_tef,65879,81371768,21.262199931553656,27.84101114774844,0,0,0,0
fraxinus_excelsior,50706,60670808,19.167249264259016,21.680556817374182,0,0,0,0
hordeum_vulgare,37961,45076731,20.247488665493513,26.375929967059946,0,0,0,0
echinochloa_crusgalli,103783,131936856,19.97270118366319,27.873664050324194,0,0,0,0
helianthus_annuus,70864,65219177,21.335252359900217,28.094687548725123,12313,3662611,17.775324761488456,24.80462708160927
hordeum_vulgare_goldenpromise,58815,50589715,21.3722927674133,28.029264446340523,0,0,0,0
gossypium_raimondii,78371,98939488,14.571354967998218,14.180744497080882,0,0,0,0
hordeum_vulgare_tritex,32159,39472406,22.580723860612906,27.99567627065855,0,0,0,0
glycine_soja,69277,96804094,16.573325917393536,18.81847373108001,8927,9728744,11.167525838895545,14.225402580230295
glycine_max,88412,112766699,15.899873951262864,17.306417739513684,1250,373003,4.25787460154476,5.961078061034362
juglans_regia,41077,54840282,19.071342485073288,28.08040629696251,0,0,0,0
ipomoea_triloba,47019,62228119,16.994363914486954,18.798181895872506,0,0,0,0
lactuca_sativa,38294,40669811,22.670400410761683,27.96849732102271,0,0,0,0
kalanchoe_fedtschenkoi,45187,55524067,16.606469047017036,18.84646706445333,0,0,0,0
leersia_perrieri,38960,52134341,18.3225390726623,20.42530661315926,867,97807,16.761581481898023,20.887053073910867
lolium_perenne,38867,47191806,22.434634097283755,27.934802918964362,0,0,0,0
lupinus_angustifolius,33083,42631338,22.616325108069564,27.576059189134526,2096,311553,8.700285344708606,13.371400692659034
marchantia_polymorpha,24674,32889438,17.643883121383833,20.627926205367206,0,0,0,0
malus_domestica_golden,40624,47559880,22.348523587527975,28.065865599324475,1872,1049284,21.533445663900334,26.992882765771707
medicago_truncatula,44450,45297900,22.54478905203111,27.870620933862277,6097,4527254,19.120111219737172,23.711812944447118
nymphaea_colorata,28438,33145053,21.660101131834065,27.793686134700103,0,0,0,0
nicotiana_attenuata,33320,37136987,22.962754086646825,27.860146543390822,3084,696332,6.3178196607365456,10.154782488812808
musa_acuminata,45589,57909714,18.522208553818796,20.859864719760143,0,0,0,0
manihot_esculenta,59149,84551829,14.217511486357084,14.8924998417243,0,0,0,0
olea_europaea_sylvestris,50678,52752683,21.273549252461716,27.83690831421788,0,0,0,0
oryza_barthii,41595,50565380,19.335414862896315,21.908835650004015,916,100953,16.654284667122322,20.39463908947728
oryza_brachyantha,32037,33411477,23.08118853889638,27.602583986334995,425,48318,17.144749368765265,21.145328862949626
oryza_glaberrima,33164,36156010,22.251053144414996,27.543918701206245,966,110221,13.012039448018072,16.21560319721287
oryza_longistaminata,31686,34731219,22.7070693948289,27.602875096321846,1121,122530,15.49579694768628,19.573165755325224
